PSA_ID,Domain,English,Kiswahili,Dholuo,Source,Date,Metadata
PSA003648,Agriculture,State Department for Cooperatives is training farmers in Meru County on riparian buffer zone protection as part of a wider climate-smart agriculture push.,Idara ya Ushirika ya Jimbo inawafunza wakulima katika Kaunti ya Meru kuhusu ulinzi wa maeneo ya kando ya mito kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,National Cereals and Produce Board,1/27/2026,Sustainable Farming | Synthetic - Sustainable Farming - riparian buffer zone protection
PSA003649,Agriculture,FAO Kenya highlights riparian buffer zone protection as a key strategy for sustainable wheat production in Trans Nzoia County.,FAO Kenya inaangazia ulinzi wa maeneo ya kando ya mto kama mkakati muhimu wa uzalishaji endelevu wa ngano katika Kaunti ya Trans Nzoia.,,Agricultural Sector Transformation Programme,5/1/2026,Sustainable Farming | Synthetic - Sustainable Farming - riparian buffer zone protection
PSA003650,Agriculture,Kenya National Farmers' Federation highlights rainwater harvesting systems as a key strategy for sustainable rice production in Kericho County.,Shirikisho la Kitaifa la Wakulima la Kenya linaangazia mifumo ya uvunaji wa maji ya mvua kama mkakati muhimu wa uzalishaji endelevu wa mpunga katika Kaunti ya Kericho.,,National Drought Management Authority,4/12/2026,Sustainable Farming | Synthetic - Sustainable Farming - rainwater harvesting systems
PSA003651,Agriculture,Communities in Nyamira County are reminded to practice agroforestry practices to protect water sources near farmland.,Jamii katika Kaunti ya Nyamira zinakumbushwa kufanya mazoezi ya kilimo mseto ili kulinda vyanzo vya maji karibu na mashamba.,,FAO Kenya,1/23/2026,Sustainable Farming | Synthetic - Sustainable Farming - agroforestry practices
PSA003652,Agriculture,Farmers in Kilifi County are encouraged to adopt reduced chemical pesticide use to conserve soil and water on their sugarcane farms.,Wakulima katika Kaunti ya Kilifi wanahimizwa kutumia dawa za kuua wadudu kwa kupunguza kemikali ili kuhifadhi udongo na maji kwenye mashamba yao ya miwa.,,Agricultural Sector Transformation Programme,4/19/2026,Sustainable Farming | Synthetic - Sustainable Farming - reduced chemical pesticide use
PSA003653,Agriculture,Farmers in Kisumu County are encouraged to adopt reduced chemical pesticide use to conserve soil and water on their rice farms.,Wakulima katika Kaunti ya Kisumu wanahimizwa kupunguza matumizi ya dawa za kuua wadudu ili kuhifadhi udongo na maji kwenye mashamba yao ya mpunga.,,Directorate of Veterinary Services,2/4/2026,Sustainable Farming | Synthetic - Sustainable Farming - reduced chemical pesticide use
PSA003654,Agriculture,KALRO highlights cover cropping as a key strategy for sustainable tomatoes production in Tharaka Nithi County.,KALRO inaangazia kilimo cha nyanya kama mkakati muhimu wa uzalishaji endelevu wa nyanya katika Kaunti ya Tharaka Nithi.,,FAO Kenya,4/18/2026,Sustainable Farming | Synthetic - Sustainable Farming - cover cropping
PSA003655,Agriculture,State Department for Cooperatives highlights rainwater harvesting systems as a key strategy for sustainable sunflower production in Mandera County.,Idara ya Ushirika ya Jimbo inaangazia mifumo ya uvunaji wa maji ya mvua kama mkakati muhimu wa uzalishaji endelevu wa alizeti katika Kaunti ya Mandera.,,KEPHIS,3/19/2026,Sustainable Farming | Synthetic - Sustainable Farming - rainwater harvesting systems
PSA003656,Agriculture,County Directorate of Agriculture is promoting riparian buffer zone protection among passion fruit farmers in Laikipia County to build climate resilience.,Kurugenzi ya Kilimo ya Kaunti inakuza ulinzi wa maeneo ya kando ya mto miongoni mwa wakulima wa matunda ya passion katika Kaunti ya Laikipia ili kujenga ustahimilivu wa hali ya hewa.,,KALRO,4/15/2026,Sustainable Farming | Synthetic - Sustainable Farming - riparian buffer zone protection
PSA003657,Agriculture,Kenya Meteorological Department highlights water-harvesting zai pits as a key strategy for sustainable beans production in Nandi County.,Idara ya Hali ya Hewa ya Kenya inaangazia mashimo ya zai ya kuvuna maji kama mkakati muhimu wa uzalishaji endelevu wa maharagwe katika Kaunti ya Nandi.,,Kenya National Farmers' Federation,2/22/2026,Sustainable Farming | Synthetic - Sustainable Farming - water-harvesting zai pits
PSA003658,Agriculture,Agricultural Sector Transformation Programme highlights agroforestry practices as a key strategy for sustainable coffee production in Kericho County.,Programu ya Mabadiliko ya Sekta ya Kilimo inaangazia mbinu za kilimo mseto kama mkakati muhimu wa uzalishaji endelevu wa kahawa katika Kaunti ya Kericho.,,"Ministry of Agriculture, Livestock and Fisheries",1/18/2026,Sustainable Farming | Synthetic - Sustainable Farming - agroforestry practices
PSA003659,Agriculture,Kenya National Farmers' Federation highlights water-harvesting zai pits as a key strategy for sustainable wheat production in Narok County.,Shirikisho la Kitaifa la Wakulima la Kenya linaangazia mashimo ya zai ya kuvuna maji kama mkakati muhimu wa uzalishaji endelevu wa ngano katika Kaunti ya Narok.,,FAO Kenya,1/14/2026,Sustainable Farming | Synthetic - Sustainable Farming - water-harvesting zai pits
PSA003660,Agriculture,National Drought Management Authority is promoting rainwater harvesting systems among French beans farmers in Uasin Gishu County to build climate resilience.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inakuza mifumo ya kuvuna maji ya mvua miongoni mwa wakulima wa maharagwe ya Kifaransa katika Kaunti ya Uasin Gishu ili kujenga ustahimilivu wa hali ya hewa.,,Agricultural Sector Transformation Programme,2/17/2026,Sustainable Farming | Synthetic - Sustainable Farming - rainwater harvesting systems
PSA003661,Agriculture,Directorate of Veterinary Services highlights integrated pest management as a key strategy for sustainable sunflower production in Baringo County.,Kurugenzi ya Huduma za Mifugo inaangazia usimamizi jumuishi wa wadudu kama mkakati muhimu wa uzalishaji endelevu wa alizeti katika Kaunti ya Baringo.,,"Ministry of Agriculture, Livestock and Fisheries",3/1/2026,Sustainable Farming | Synthetic - Sustainable Farming - integrated pest management
PSA003662,Agriculture,Agricultural Sector Transformation Programme is training farmers in Bungoma County on composting and organic fertilizer use as part of a wider climate-smart agriculture push.,Programu ya Mabadiliko ya Sekta ya Kilimo inawafunza wakulima katika Kaunti ya Bungoma kuhusu utengenezaji wa mbolea ya mboji na matumizi ya mbolea ya kikaboni kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,Agricultural Sector Transformation Programme,5/16/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003663,Agriculture,Kenya National Farmers' Federation highlights integrated pest management as a key strategy for sustainable passion fruit production in Kisii County.,Shirikisho la Kitaifa la Wakulima la Kenya linaangazia usimamizi jumuishi wa wadudu kama mkakati muhimu wa uzalishaji endelevu wa matunda ya matamanio katika Kaunti ya Kisii.,,FAO Kenya,1/18/2026,Sustainable Farming | Synthetic - Sustainable Farming - integrated pest management
PSA003664,Agriculture,National Drought Management Authority highlights organic certification as a key strategy for sustainable millet production in Kakamega County.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame yaangazia uidhinishaji wa kilimo hai kama mkakati muhimu wa uzalishaji endelevu wa mtama katika Kaunti ya Kakamega.,,National Drought Management Authority,6/3/2026,Sustainable Farming | Synthetic - Sustainable Farming - organic certification
PSA003665,Agriculture,KALRO highlights integrated pest management as a key strategy for sustainable groundnuts production in Garissa County.,KALRO inaangazia usimamizi jumuishi wa wadudu kama mkakati muhimu wa uzalishaji endelevu wa karanga katika Kaunti ya Garissa.,,KALRO,5/14/2026,Sustainable Farming | Synthetic - Sustainable Farming - integrated pest management
PSA003666,Agriculture,National Drought Management Authority highlights composting and organic fertilizer use as a key strategy for sustainable rice production in Kakamega County.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inaangazia matumizi ya mbolea ya mboji na mbolea ya kikaboni kama mkakati muhimu wa uzalishaji endelevu wa mpunga katika Kaunti ya Kakamega.,,Agricultural Sector Transformation Programme,7/25/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003667,Agriculture,Communities in Vihiga County are reminded to practice water-harvesting zai pits to protect water sources near farmland.,Jamii katika Kaunti ya Vihiga zinakumbushwa kufanya mazoezi ya kuvuna maji kwenye mashimo ya zai ili kulinda vyanzo vya maji karibu na mashamba.,,National Drought Management Authority,6/20/2026,Sustainable Farming | Synthetic - Sustainable Farming - water-harvesting zai pits
PSA003668,Agriculture,County Directorate of Agriculture is promoting organic certification among macadamia farmers in Isiolo County to build climate resilience.,Kurugenzi ya Kilimo ya Kaunti inakuza uidhinishaji wa kilimo hai miongoni mwa wakulima wa makadamia katika Kaunti ya Isiolo ili kujenga ustahimilivu wa hali ya hewa.,,County Directorate of Agriculture,6/10/2026,Sustainable Farming | Synthetic - Sustainable Farming - organic certification
PSA003669,Agriculture,National Drought Management Authority is promoting composting and organic fertilizer use among tomatoes farmers in Baringo County to build climate resilience.,Mamlaka ya Kitaifa ya Usimamizi wa Ukame inakuza matumizi ya mbolea ya kikaboni miongoni mwa wakulima wa nyanya katika Kaunti ya Baringo ili kujenga ustahimilivu wa hali ya hewa.,,Kenya Meteorological Department,3/10/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003670,Agriculture,Kenya National Farmers' Federation highlights rainwater harvesting systems as a key strategy for sustainable cotton production in Baringo County.,Shirikisho la Kitaifa la Wakulima la Kenya linaangazia mifumo ya kuvuna maji ya mvua kama mkakati muhimu wa uzalishaji endelevu wa pamba katika Kaunti ya Baringo.,,National Cereals and Produce Board,3/5/2026,Sustainable Farming | Synthetic - Sustainable Farming - rainwater harvesting systems
PSA003671,Agriculture,National Cereals and Produce Board is promoting riparian buffer zone protection among onions farmers in Garissa County to build climate resilience.,Bodi ya Kitaifa ya Nafaka na Mazao inakuza ulinzi wa maeneo ya kando ya mto miongoni mwa wakulima wa vitunguu katika Kaunti ya Garissa ili kujenga ustahimilivu wa hali ya hewa.,,County Government Extension Services,2/25/2026,Sustainable Farming | Synthetic - Sustainable Farming - riparian buffer zone protection
PSA003672,Agriculture,KEPHIS is training farmers in Turkana County on rainwater harvesting systems as part of a wider climate-smart agriculture push.,KEPHIS inawafunza wakulima katika Kaunti ya Turkana kuhusu mifumo ya uvunaji wa maji ya mvua kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,Kenya National Farmers' Federation,6/21/2026,Sustainable Farming | Synthetic - Sustainable Farming - rainwater harvesting systems
PSA003673,Agriculture,Communities in Taita Taveta County are reminded to practice organic certification to protect water sources near farmland.,Jamii katika Kaunti ya Taita Taveta zinakumbushwa kutumia uidhinishaji wa kikaboni ili kulinda vyanzo vya maji karibu na mashamba.,,Kenya Meteorological Department,4/11/2026,Sustainable Farming | Synthetic - Sustainable Farming - organic certification
PSA003674,Agriculture,Directorate of Veterinary Services is training farmers in Narok County on integrated pest management as part of a wider climate-smart agriculture push.,Kurugenzi ya Huduma za Mifugo inawafunza wakulima katika Kaunti ya Narok kuhusu usimamizi jumuishi wa wadudu waharibifu kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,Agricultural Sector Transformation Programme,3/26/2026,Sustainable Farming | Synthetic - Sustainable Farming - integrated pest management
PSA003675,Agriculture,KEPHIS highlights organic certification as a key strategy for sustainable bananas production in Murang'a County.,KEPHIS inaangazia uidhinishaji wa kilimo hai kama mkakati muhimu wa uzalishaji endelevu wa ndizi katika Kaunti ya Murang'a.,,State Department for Cooperatives,4/7/2026,Sustainable Farming | Synthetic - Sustainable Farming - organic certification
PSA003676,Agriculture,Agricultural Sector Transformation Programme is training farmers in Kajiado County on organic certification as part of a wider climate-smart agriculture push.,Programu ya Mabadiliko ya Sekta ya Kilimo inawafunza wakulima katika Kaunti ya Kajiado kuhusu uidhinishaji wa kilimo hai kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,Directorate of Veterinary Services,5/24/2026,Sustainable Farming | Synthetic - Sustainable Farming - organic certification
PSA003677,Agriculture,State Department for Cooperatives highlights water-harvesting zai pits as a key strategy for sustainable coffee production in Laikipia County.,Idara ya Ushirika ya Jimbo inaangazia mashimo ya zai ya kuvuna maji kama mkakati muhimu wa uzalishaji endelevu wa kahawa katika Kaunti ya Laikipia.,,KALRO,3/11/2026,Sustainable Farming | Synthetic - Sustainable Farming - water-harvesting zai pits
PSA003678,Agriculture,Farmers in Siaya County are encouraged to adopt agroforestry practices to conserve soil and water on their tomatoes farms.,Wakulima katika Kaunti ya Siaya wanahimizwa kufuata mbinu za kilimo mseto ili kuhifadhi udongo na maji kwenye mashamba yao ya nyanya.,,KEPHIS,4/10/2026,Sustainable Farming | Synthetic - Sustainable Farming - agroforestry practices
PSA003679,Agriculture,State Department for Cooperatives is training farmers in Baringo County on integrated pest management as part of a wider climate-smart agriculture push.,Idara ya Ushirika ya Jimbo inawafunza wakulima katika Kaunti ya Baringo kuhusu usimamizi jumuishi wa wadudu waharibifu kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,FAO Kenya,1/2/2026,Sustainable Farming | Synthetic - Sustainable Farming - integrated pest management
