PSA_ID,Domain,English,Kiswahili,Dholuo
2889,Security,"Reports detailed police-ordered lockdowns on Saba Saba Day, including blocked routes, live fire, and escalated confrontations.","Ripoti zinaelezea kwa kina amri ya polisi ya kufungiwa kwa watu siku ya Saba Saba, ikiwa ni pamoja na njia zilizofungwa, mapigano ya moja kwa moja, na mapigano yaliyoongezeka.","Ripot nyiso weche matut kuom twege ma polis nochiko e odiechieng Saba Saba, moriwo yore mag ndara, mach mager, kod lweny ma nomedore."
2890,Security,Opposition leaders demanded the president’s resignation after he appeared to endorse shoot-on-sight rhetoric during protests.,Viongozi wa upinzani walidai rais ajiuzulu baada ya kuonekana kuunga mkono kauli za watu wanaoonekana wakipigana risasi wakati wa maandamano.,Jotelo mag jo akwede ne dwaro ni jatelo owe tich bang' ka ne osenyiso ni oyie gi weche mag goyo mbaka e kinde mar protest.
2891,Security,"Reuters reported the arrest of activist Mwangi over alleged possession of tear gas and ammunition during protests, widely condemned as political intimidation.","Reuters iliripoti kukamatwa kwa mwanaharakati Mwangi kwa madai ya kumiliki gesi ya machozi na risasi wakati wa maandamano, ambayo yamelaaniwa sana kama vitisho vya kisiasa.","Reuters ne owacho ni jarit Mwangi ne omak nikech ne okaw gas ma pi wang' piyo kod bunde e kinde mar piem, ma ji mang'eny ne okwedo kaka tim mar miyo ji luoro."
2893,Security,"The Guardian covered the arrest of a constable linked to a political blogger’s death in custody, seen as a rare step toward accountability.","Gazeti la Guardian liliripoti kukamatwa kwa polisi aliyehusishwa na kifo cha mwanablogu wa kisiasa akiwa kizuizini, jambo linaloonekana kama hatua adimu kuelekea uwajibikaji.","Gaset mar Guardian ne olero ni polis moro ma ne oneko e jela osemaki, kendo mano ne en okang' maber ahinya mar nyiso ratiro jomotue"
2894,Security,"AP News reported police use of tear gas on activists protesting a custodial death, reigniting public demands for justice and transparency.","AP News iliripoti matumizi ya polisi ya gesi ya kutoa machozi kwa wanaharakati wanaopinga kifo cha kufungwa jela, na kufufua madai ya umma ya haki na uwazi.","AP News ne owacho ni polis notiyo gi gas ma pi wang' piyo e kedo ne joma ne kedo ne tho ma ne otim e jela, kendo mano nomiyo ji odwaro ni mondo gibed gi bura makare kendo gibed gi ng'eyo makare."
2895,Security,"Reuters confirmed the arrest of Constable Mukhwana over the death of blogger Albert Ojwang, marking a rare formal charge amid unrest.","Reuters ilithibitisha kukamatwa kwa Konstebo Mukhwana kutokana na kifo cha mwanablogu Albert Ojwang, na kuashiria shtaka rasmi ambalo ni nadra kutokea wakati wa machafuko.","Reuters osenyiso ni polis mukhwana osemak nikech tho mar blogger Albert Ojwang, ma en ketho mapile e bwo tungni."
2896,Security,"The Guardian reported Constable James Mukhwana as the first officer arraigned over the custodial death case, signaling increased scrutiny of police conduct.","Gazeti la The Guardian liliripoti kwamba Konstebo James Mukhwana ndiye afisa wa kwanza kushtakiwa kuhusu kesi ya kifo cha kifungo cha gerezani, jambo lililoashiria uchunguzi zaidi wa mwenendo wa polisi.","Gaset mar The Guardian ne onyiso ni polis James Mukhwana e ma ne okwongo tero e kot nikech wach tho ma ne otimore e jela, kendo mano nyiso ni polis medo nono ahinya timbe mag polis."
2897,Security,"Missing Voices documented a sharp rise in enforced disappearances and killings linked to protests, urging justice for families of missing victims.","Missing Voices ilirekodi ongezeko kubwa la kutoweka kwa watu na mauaji yaliyohusishwa na maandamano, ikihimiza haki kwa familia za waathiriwa waliopotea.",Missing Voices ne onyiso ni kwan mar joma ne onegi gi thuologi duto kod joma ne onegi ne medore ahinya nikech ne gineno ni onge gima ne dhi timore ne joodgi ma ne olal.
2904,Security,AP News covered Mwangi’s release on bail and rights groups’ criticism of terrorism charge misuse during protests.,AP News iliripoti kuhusu kuachiliwa kwa Mwangi kwa dhamana na ukosoaji wa makundi ya haki za binadamu kuhusu matumizi mabaya ya shtaka la ugaidi wakati wa maandamano.,AP News ne olero kaka ne ogonyo Mwangi e jela nikech ne ogolo bail kod kaka riwruoge ma kedo ne ratiro mag ji ne kwedo weche mag tiyo marach gi weche mag mahundu e kinde mag protest.
2905,Security,"Local media reported calls for prosecution of officers accused of excessive force during Gen Z protests, urging IPOA and ODPP action.","Vyombo vya habari vya ndani viliripoti wito wa kushtakiwa kwa maafisa walioshutumiwa kwa kutumia nguvu kupita kiasi wakati wa maandamano ya Gen Z, wakihimiza hatua za IPOA na ODPP.","Oganda mar Jo-Kenya ne oketo chenro mar keto ketho kuom jotelo ma ne odonjne ni ne otiyo gi teko mokalo tong' e kinde mar ng'ur mar Gen Z, kendo ne gikwayo mondo otim gima biro miyo otim kamano."
2906,Security,An academic analysis linked protest-related abuses to systemic police impunity rooted in historical failures of accountability.,Uchambuzi wa kitaaluma ulihusisha unyanyasaji unaohusiana na maandamano na kutokujali kwa polisi kwa utaratibu uliotokana na kushindwa kwa uwajibikaji wa kihistoria.,Nonro moro mar josomo ne oketo tudruok e kind timbe maricho ma ne timore e kind joma ne kedo gi sirkal kod timbe maok kare ma ne timorega e kind polise nikech ne ok ginyal chiwo dwoko.
2907,Security,"A quantitative summary outlined protest timelines, injuries, deaths, arrests, and legislative outcomes to contextualize state response.","Muhtasari wa kiasi ulielezea ratiba za maandamano, majeraha, vifo, kukamatwa, na matokeo ya kisheria ili kuainisha muktadha wa mwitikio wa serikali.","Weche ma ne otigo e nyiso kaka ne idhi tim kampen, kaka ne idhi hiny ji, tho, twech, kod weche mamoko ma ne dhi timore e bwo chik mondo omi sirkal ong'e gima ne dhi timore."
2908,Security,"An encyclopedic overview documented causes, fatalities, economic triggers, and arrest numbers from the 2025 protests.","Muhtasari wa ensaiklopidia uliandika sababu, vifo, vichocheo vya kiuchumi, na idadi ya kukamatwa kutokana na maandamano ya 2025.","Buk moro mar encyclopedic ne oting'o weche manyiso gimomiyo ji notho, gik ma ne miyo ji tho, koda kwan mag joma ne omak e higa mar 2025."
2909,Security,"Missing Voices published a registry of killings and disappearances among youth during Gen Z protests, calling for formal investigations.","Missing Voices ilichapisha sajili ya mauaji na kutoweka kwa vijana wakati wa maandamano ya Gen Z, ikitaka uchunguzi rasmi ufanyike.","Missing Voices ne ogolo buk manyiso kaka ne oneg rowere kod kaka ne githung' e kind rowere e kinde mag ng'ur mar Gen Z, kendo ne okwayo mondo otim nonro."
2910,Security,"A civic observance commemorated Saba Saba protest victims, spotlighting grievances over unresolved police brutality cases.","Maadhimisho ya kiraia yaliwakumbuka waathiriwa wa maandamano ya Saba Saba, yakiangazia malalamiko kuhusu kesi za ukatili wa polisi ambazo hazijatatuliwa.","Rapar moro mar oganda ne oparo joma ne otho nikech akwede ma ne otimore Saba Saba, kendo ne oketo e paro gik ma ne timore nikech timbe mahundu ma ne otim ne polise."
2911,Security,"AP featured families of protest victims expressing grief, frustration with impunity, and demands for justice and oversight reforms.","AP iliangazia familia za waathiriwa wa maandamano zikielezea huzuni, kukatishwa tamaa na kutokujali, na madai ya haki na mageuzi ya usimamizi.","AP ne onyiso kaka jood joma ne oketho e lwenyno ne nyiso kuyo, chunygi ne onyosore nikech ne ok giyud kum, kendo ne gidwaro ni otim lokruok e yo makare."
2913,Security,"BBC aired evidence of coordinated brutality during Gen Z protests, identifying officers and urging prosecution of responsible commanders.","BBC ilirusha ushahidi wa ukatili ulioratibiwa wakati wa maandamano ya Gen Z, ikitambua maafisa na kuhimiza kushtakiwa kwa makamanda waliohusika.","BBC ne olando gik manyiso ni ne nitie timbe mahundu ma ne itimo e kind ji mopogore opogore e kinde mar ng'ur mar Gen Z, kendo ne onyiso ni ne oketne askeche kod jotelo ma ne nigi ratiro mar timo kamano."
2914,Security,United Nations urged Kenya to respect human rights during protests and called for independent investigations into killings and disappearances.,Umoja wa Mataifa uliitaka Kenya kuheshimu haki za binadamu wakati wa maandamano na kutoa wito wa kufanyika kwa uchunguzi huru kuhusu mauaji na kupotea kwa watu.,Riwruok mar Pinje ne ojiwo Kenya mondo omi ratiro mag dhano luor e kinde mag piem kendo ne okwayo mondo otim nonro maok mar sirkal e wi nek kod lal mar ji.
2915,Security,"U.S. Embassy warned citizens of risks during ongoing protests, advising avoidance of demonstration areas due to potential violence.","Ubalozi wa Marekani uliwaonya raia kuhusu hatari wakati wa maandamano yanayoendelea, ukishauri kuepuka maeneo ya maandamano kutokana na uwezekano wa vurugu.","Amerka ne osiemo raia kuom gik manyalo hinyo ji e kinde mag piem, kendo ne okonyogi mondo kik gichak dhi e kuonde ma ji timoe nonro nikech timbe gero."
2916,Security,"Media oversight body condemned arrests and assaults on journalists covering protests, calling for an independent inquiry into press violations.","Shirika la usimamizi wa vyombo vya habari lililaani kukamatwa na kushambuliwa kwa waandishi wa habari wanaoripoti maandamano, likitaka uchunguzi huru kuhusu ukiukwaji wa vyombo vya habari.","Bura mar Jarito mar Jotim Dhano ne okwedo twege kod timbe mag gero jotim weche ma ne nyiso ni ne gitimo gik ma ne nyiso ni ne gikwedo riwruok mar oganda Nyasaye, kendo ne okwayo mondo otim nonro ma onge mibadhi kuom weche ma ne giwacho."
2917,Security,Katiba Institute reported constitutional rights violations during protests and urged judicial safeguards and rights-based policing.,Taasisi ya Katiba iliripoti ukiukwaji wa haki za kikatiba wakati wa maandamano na kuhimiza ulinzi wa mahakama na polisi inayozingatia haki.,Katiba Institute ne owacho ni kare ne nitie ketho mag chike mag piny e kinde mar piem kendo ne okwayo ni sirkal otim chenro mar rito chike mag sirkal kod chike mag sirkal.
2918,Security,"JLTM NGO documented over 500 protest-related arrests, urging release of minors and access to legal representation.","Shirika lisilo la kiserikali la JLTM lilirekodi zaidi ya watu 500 waliokamatwa kuhusiana na maandamano, likihimiza kuachiliwa kwa watoto na kupata uwakilishi wa kisheria.","JLTM NGO ne ondiko weche mokalo 500 motudore gi makruok gi ji, ka gikwayo ni ogony nyithindo matindo kendo mondo giyud thuolo mar bedo e bwo chik."
2919,Security,"Kenya Red Cross provided data on protest-related injuries and EMS response, urging improved pre-positioning of medical resources.","Msalaba Mwekundu wa Kenya ulitoa data kuhusu majeraha yanayohusiana na maandamano na mwitikio wa EMS, ukihimiza uboreshaji wa upangaji wa awali wa rasilimali za matibabu.","Kenya Red Cross ne ochiwo weche e wi hinyruok ma ne otimore nikech akwede kod kaka ne itimo ne thieth mar thieth, kendo ne okwayo ni mondo thieth obed maber."
2920,Security,"Law Society demanded accountability for commanders behind protest suppression tactics, calling for prosecutions including chain-of-command responsibility.","Chama cha Wanasheria kilidai uwajibikaji kwa makamanda waliohusika na mbinu za kukandamiza maandamano, wakitaka mashtaka yafunguliwe ikiwemo jukumu la mnyororo wa amri.","Law Society ne dwaro ni jotend lweny obed gi ratiro mar tieko akwede, kendo ne gidwaro ni otergi e bura moriwo nyaka joma nigi ratiro mar chiko lweny."
2921,Security,A youth movement organized a peaceful march demanding justice for protest victims and reforms to use-of-force protocols.,Harakati ya vijana iliandaa maandamano ya amani wakidai haki kwa waathiriwa wa maandamano na mageuzi ya itifaki za matumizi ya nguvu.,Riwruok moro mar rowere nochano mar dhi e wuodhe mar lamo ka gidwaro ni otim ne joma ne oketho chik bura bura bura makare kendo mondo otim lokruok e chike ma ne oketo mar tiyo gi teko.
2923,Security,Young influencers produced real-time video series documenting protest injuries and brutality to raise awareness and counter state narratives.,Vijana wenye ushawishi walitengeneza mfululizo wa video wa muda halisi unaoonyesha majeraha na ukatili wa maandamano ili kuongeza uelewa na masimulizi ya kukabiliana na serikali.,Rowere ma ne nigi teko mar chiko ji ne oloso vidio ma nyiso kaka ne giyudo hinyruok e kind joma ne kedo gi sirkal kod timbe gero ma ne gitimo mondo ji ong'e kendo gitim gik ma ne timore e kind sirkal.
2924,Security,Civil society coalitions opened legal clinics offering free representation to families of protest casualties and detainees.,Miungano ya asasi za kiraia ilifungua kliniki za kisheria zinazotoa uwakilishi huru kwa familia za waliouawa na wafungwa wa maandamano.,Riwruok mag riwruoge mag oganda dhano osechako loso ute mag joma oyie mondo obed gi thuolo mar wuoyo gi jood joma ne otho e lweny kod joma ne omak.
2926,Security,Civil society organized silent vigils in Nairobi to honor protest victims and call for justice across diverse communities.,Asasi za kiraia ziliandaa mikesha ya kimya kimya jijini Nairobi ili kuwaenzi waathiriwa wa maandamano na kutaka haki itendeke katika jamii mbalimbali.,Jo-dhano ne ochano mondo otim nyasi mar rito ji e Nairobi mondo gipakgo joma ne oketho nikech gik ma ne gitimo kendo ne gikwayo ni mondo ji otimnegi makare e kindgi giwegi.
2927,Security,"A civic-tech initiative published live maps of protest zones, police deployments, and safe routes to enhance demonstrator safety.","Mpango wa teknolojia ya kiraia ulichapisha ramani za moja kwa moja za maeneo ya maandamano, kupelekwa kwa polisi, na njia salama ili kuimarisha usalama wa waandamanaji.","Chenro moro mar teknoloji mar oganda ne ogolo map mag kuonde ma ji ne dhi timoe kampen, kuonde ma polise ne dhi tiyogo, kod yore ma ne gidhi luwo mondo ji obed gi ritruok."
2928,Security,"An exhibition showcased photographic evidence of protest brutality and mass gatherings, documenting state response to civic unrest.","Maonyesho yalionyesha ushahidi wa picha za ukatili wa maandamano na mikusanyiko ya watu wengi, yakionyesha jinsi serikali ilivyojibu machafuko ya raia.","E chokruok moro ma ne otim, ne onyis gik manyiso kaka ji ne timo gik maricho e kinde mag protest kod chokruok ma ji ne timo, kendo mano ne nyiso kaka sirkal ne timo gik maricho e kindego."
2930,Security,A rights group compiled a verified injury registry with photos and medical data to support accountability and prosecution efforts.,Kundi la haki za binadamu liliandaa sajili ya majeraha iliyothibitishwa yenye picha na data ya kimatibabu ili kusaidia juhudi za uwajibikaji na mashtaka.,"Grup moro mar kedo gi ratiro mag dhano nochano mondo okony joma ne oyudo hinyruok e yo ma kamano, kendo ne ochano mondo okonygi e keto kethogi e bura."
2931,Security,"Workshops trained young journalists in ethical verification, safe documentation, and protective practices during protest reporting.","Warsha ziliwafunza waandishi wa habari wachanga katika uthibitishaji wa maadili, uwekaji wa nyaraka salama, na mbinu za ulinzi wakati wa kuripoti maandamano.","Tiegruok ma ne otim ne otiego jonenogo e weche mag chike, weche ma ok onego obed ni okethore, koda yore ma ginyalo ritogo ji sama gikelo ripot mag akwede."
